Name,Email,Phone Number,Combined Address,Address, City, State,Zip,Website,GPS Coordinates,Par / Yards,Price Range /season,Twitter,Facebook
Pilgrim's Run,*no email listed,(231) 937-7505,"11401 Newcosta Ave, Pierson, MI",11401 Newcosta Ave, Pierson, MI,49339,http://pilgrimsrun.com,,,,no account,https://www.facebook.com/pages/Pilgrims-Run-Golf-Club/101148763289169
"Pine Dunes Resort, GC",info@pinedunes.com,(903) 876-4336,"159 Private Road 7019, Frankston, TX",159 Private Road 7019, Frankston, TX,75763,http://www.pinedunes.com,,,,no account,https://www.facebook.com/pinedunesgolf
Pine Lakes CC,"*no email listed, contact form",(843) 315-7700,"        5603 Granddaddy Dr, Myrtle Beach, SC",        5603 Granddaddy Dr, Myrtle Beach, SC,29577,http://www.pinelakes.com,,,,?,?
Pine Meadow,*no email listed,(847) 566-4653,"1 Pine Meadow Ln, Mundelein, IL ",1 Pine Meadow Ln, Mundelein, IL ,60060,http://www.pinemeadowgc.com/-home,,,,no account,https://www.facebook.com/pages/Pine-Meadow-Golf-Club/147320725304914?v=wall
Pine Needles CC,"(Graham Gilmore, General Manager) graham.gilmore@rossresorts.com",(910) 692-7111,"1005 Midland Rd, Southern Pines, NC ",1005 Midland Rd, Southern Pines, NC ,28387,http://www.pineneedles-midpines.com/index.cfm,,,,@PineNeedlesGolf,https://www.facebook.com/pineneedlesmidpines
Pine Tree,,(561) 732-6404,"10600 Pine Tree Terrace, Boynton Beach, FL",10600 Pine Tree Terrace, Boynton Beach, FL,33436,http://www.pinetreegolfclub.net,,,,,
Pine Valley Golf Club,,(856) 783-3000,"E Atlantic Ave, Pine Valley, NJ",E Atlantic Ave, Pine Valley, NJ,08021,,,,,,
Pinehills (Jones),"(John Tuffin, Director of Golf) jtuffin@pinehillsgolf.com",(508) 209-3000,"54 Clubhouse Dr, Plymouth, MA ",54 Clubhouse Dr, Plymouth, MA ,02360,http://www.pinehillsgolf.com,,,,no account,https://www.facebook.com/pages/Pinehills-Golf-Club/299663103856
Pinehills (Nicklaus),,,Plymouth,,Plymouth,MA,,,,,,@pinehillsgolfMA,https://www.facebook.com/pages/Pinehills-Golf-Club/299663103856
Pinehurst No. 2,inquiries@pinehurst.com,855-235-8507,"1 Carolina Vista Dr, Pinehurst, NC    ??",1 Carolina Vista Dr, Pinehurst, NC,28374,http://www.pinehurst.com/golf/courses/no-2/,,,,@PinehurstResort,https://www.facebook.com/PinehurstResort
Pinehurst No. 4,inquiries@pinehurst.com,?,Pinehurst,,Pinehurst,NC,,http://www.pinehurst.com/golf/courses/no-4/,,,,@PinehurstResort,https://www.facebook.com/PinehurstResort
Pinehurst No. 8,inquiries@pinehurst.com,?,"80 Carolina Vista Dr, Pinehurst, NC",80 Carolina Vista Dr, Pinehurst, NC,,http://www.pinehurst.com/golf/courses/no-8/,,,,@PinehurstResort,https://www.facebook.com/PinehurstResort
PiÃ±on Hills GC,"*no email listed, contact form",(505) 326-6066,"2101 Sunrise Pkwy, Farmington, NM ",2101 Sunrise Pkwy, Farmington, NM ,87401,http://www.pinonhillsgolf.com,,,,link takes you to tweets that are #pinehills instead of twitter profile,https://www.facebook.com/pinonhillsgolf
Piping Rock,,,"Locust Valley, NY",,Locust Valley, NY,,,,,,,
Pittsburgh Field Club,no email listed; site only for members,(412) 963-8500,"121 Field Club Rd, Pittsburgh, PA ",121 Field Club Rd, Pittsburgh, PA ,15238,http://fieldclub.org,,,,no account,no page found
Plainfield CC,"(Scott Paris, director of golf) scottp@plainfieldcc.com",(908) 757-1800,"Woodland Ave, Woodbridge Township, NJ",Woodland Ave, Woodbridge Township, NJ,08863,http://www.plainfieldcc.com,,,,no account,https://www.facebook.com/pages/Plainfield-Country-Club/178161332254134
Point O'Woods Golf & CC,"(Paul Spencer, club manager) pspencer@pointowoods.com",(269) 944-1433,"1516 Roslyn Rd, Benton Harbor, MI ",1516 Roslyn Rd, Benton Harbor, MI ,49022,http://pointowoods.com,,,,no account,https://www.facebook.com/pages/Point-O-Woods-Golf-and-Country-Club/164943060211684
Poipu Bay GC,*no email listed,(808) 742-9489," 2250 Ainakoa St, Kauai, HI ", 2250 Ainakoa St, Kauai, HI ,96756,http://www.poipubaygolf.com,,,,no account,https://www.facebook.com/PoipuBayGolfCourse
Portland GC,(Tim Hval) thval@portlandgolfclub.com,(503) 292-2651,"5900 SW Scholls Ferry Rd, Portland, OR",5900 SW Scholls Ferry Rd, Portland, OR,97225,http://www.portlandgolfclub.com/,,,,no account,https://www.facebook.com/PortlandGolfClub
Portsmouth CC,*no email listed,(603) 436-9791,"80 Country Club Ln, Greenland, NH ",80 Country Club Ln, Greenland, NH ,00384,http://www.portsmouthcc.net,,,,,
Pound Ridge GC,info@poundridgegolf.com,(914) 764-5771,"18 High Ridge Rd, Pound Ridge, NY ",18 High Ridge Rd, Pound Ridge, NY ,10576,"
http://www.poundridgegolf.com",,,,no account,https://www.facebook.com/pages/Pound-Ridge-Golf-Club/317601068290112
Prairie Club (Dunes),Info@ThePrairieClub.com,402.376.1361,"88897 Nebraska St. Hwy. 97, Valentine, NE",88897 Nebraska St. Hwy. 97, Valentine, NE,69201,http://www.theprairieclub.com/dunes-course.html,,"Par 73 & 5,752 to 8,058 yards",$97.50 to $185,@theprairieclub,https://www.facebook.com/pages/The-Prairie-Club/107755661228
Prairie Club (Pines),Info@ThePrairieClub.com,402.376.1361,"88897 Nebraska St. Hwy. 97, Valentine, NE",88897 Nebraska St. Hwy. 97, Valentine, NE,69201,http://www.theprairieclub.com/pines-course.html,,"Par 73 & 5,435 to 7,403 yards",$97.50 to $185,@theprairieclub,https://www.facebook.com/pages/The-Prairie-Club/107755661228
Prairie Dunes CC,,(620) 662-0581,"4812 E 30th Ave, Hutchinson, KS",4812 E 30th Ave, Hutchinson, KS,67502,http://www.prairiedunes.com,,,,,
Prairie Highlands,info@prairiehighlands.com,(913) 856-7235,"14695 Inverness St, Olathe, KS ",14695 Inverness St, Olathe, KS ,66061,http://www.prairiehighlands.com/-home,,,,@PHighlands,https://www.facebook.com/PrairieHighlandsGolfCourse
Presidio GC,*no email listed,(415) 561-4653,"300 Finley Rd, San Francisco, CA ",300 Finley Rd, San Francisco, CA ,94129,http://www.presidiogolf.com,,Blue - 6414 yards // White (m & w) - 6096 yards // Red (m & w) - 5996,,@GolfPresidio,https://www.facebook.com/PresidioGolf
Princeville (Prince),info@princeville.com,(808) 826-5001,"5-3900 Kuhio Hwy, Princeville, HI ",5-3900 Kuhio Hwy, Princeville, HI ,96722,http://www.princeville.com/golf,,,,@GoPrinceville,https://www.facebook.com/princevilleathanalei
Princeville Makai GC,makaigolf@troongolf.com,(808) 826-1912,"4080 Lei O Papa Rd, Princeville, HI",4080 Lei O Papa Rd, Princeville, HI,96722,http://www.makaigolf.com/index.php,," Par 72 , Yardage 7223",Standard Rate: $239 / Twilight Rate: $159,@PVille_MakaiMan,facebook.com/makaigolfclub
Promontory (Painted Valley),,435-333-4600,"Park City, UT",,Park City, UT,,,,,,,
Pronghorn (Fazio),"*no email listed, contact form ",866-320-5024,"65600 Pronghorn Club Drive, Bend, OR",65600 Pronghorn Club Drive, Bend, OR,97701,http://www.pronghornclub.com/faziocourse.html,,,,@PronghornAR,https://www.facebook.com/pronghornclub?v=wall
Pronghorn (Nicklaus),"*no email listed, contact form ",(541) 693-5300,"65600 Pronghorn Club Drive, Bend, OR",65600 Pronghorn Club Drive, Bend, OR,97701,http://www.pronghorn.aubergeresorts.com/,," 7,379-yard, par-72",$70-$210,@PronghornAR,https://www.facebook.com/pronghornclub
Pumpkin Ridge (Ghost Creek),info@pumpkinridge.com,503.647.9977,Cornelius,,Cornelius,,97133,http://www.pumpkinridge.com,,,,@PumpkinRidgeGC,https://www.facebook.com/pumpkinridgegc
Pumpkin Ridge GC (Witch Hollow),*no email listed; contact form,(503) 647-4747,"12930 NW Old Pumpkin Ridge Rd, North Plains, OR ",12930 NW Old Pumpkin Ridge Rd, North Plains, OR ,97133,http://www.pumpkinridge.com/witch-hollow,,,,@PumpkinRidgeGC,https://www.facebook.com/pumpkinridgegc
Quail Hollow Club,*no email listed,(704) 552-1800,"        3700 Glen Eagles Rd, Charlotte, NC",        3700 Glen Eagles Rd, Charlotte, NC,28210,http://www.quailhollowclub.com,,,,@QuailGolf,no actual page
Quaker Ridge,quakerridge@quakerridge.org,(914) 725-1100,"146 Griffen Ave, Scarsdale, NY ",146 Griffen Ave, Scarsdale, NY ,10583,https://www.quakerridgegc.org,,,,no account,no actual page
Quarry at La Quinta,*no emai listed; contact form,(760) 777-1100,"1 Quarry Ranch Rd, La Quinta, CA",1 Quarry Ranch Rd, La Quinta, CA,92253,http://www.thequarrygc.com,,,,,
Quarry GC,*no email listed,(330) 488-3178,Canton,,Canton,,44730,http://www.quarrygolfclubggp.com,,,,widgets on site don't work,widgets on site don't work
Quarry Oaks,*no email listed,(402) 944-6000,"Quarry Oaks Dr, Ashland, NE",Quarry Oaks Dr, Ashland, NE,68003,http://www.quarryoaks.com/-home,,,,,https://www.facebook.com/pages/Quarry-Oaks-Golf-Club/102674873105313
Quintero GC,info@quinterogolf.com,928-501-1500,"16752 Arizona 74, Peoria, AZ",16752 Arizona 74, Peoria, AZ,85383,http://www.quinterogolf.com,,not listed on site,not listed on site,@QuinteroGolf,https://www.facebook.com/Quinterogolf
Rancho Santa Fe GC,,(858) 756-1182,"5827 Via De La Cumbre, Rancho Santa Fe, CA",5827 Via De La Cumbre, Rancho Santa Fe, CA,92067,http://www.rsfgolfclub.com/Club/Scripts/Splash/,,,,,
Ravenwood,mroeder@ravenwoodgolf.com,(585) 924-6711,"929 Lynaugh Rd, Victor, NY ",929 Lynaugh Rd, Victor, NY ,14564,http://www.ravenwoodgolf.com,,,,@ravenwood,https://www.facebook.com/RavenwoodGolf
Ravenwood Golf Course at Snowshoe Mountain,*no email listed; contact form,304.572.6500,"10 Snowshoe Drive, Snowshoe, West Virginia",10 Snowshoe Drive, Snowshoe,WV,26209,http://www.snowshoemtn.com/raven/our-course/index.aspx,,,,widget on site brings you to home page,https://www.facebook.com/SnowshoeMountainResort
Ravisloe CC,"(Mike Hainline, Head Golf Professional) mhainline@ravisloecountryclub.com",(708) 798-5600,"18231 S Park Ave, Homewood, IL",18231 S Park Ave, Homewood, IL,60430,http://www.ravisloecountryclub.com,,,,no account,https://www.facebook.com/Ravisloecountryclub
Red Ledges GC,*no email listed; contact form,(435) 615-9966,"1851 E. Center Street Herber City, UT",1851 E. Center Street,Herber City, UT,84032,http://www.redledges.com,,,,@RedLedges,https://www.facebook.com/redledges
Red Sky (Fazio),"(Mike Gibbs, Club Director) mgibbs@vailresorts.com",888-873-3759,"1099 Red Sky Rd, Wolcott, CO",1099 Red Sky Rd, Wolcott, CO,81655,http://www.redskygolfclub.com,,,,no account,https://www.facebook.com/pages/Red-Sky-Golf-Club/228895987182311?rf=159773440712362
Red Sky (Norman),"(Mike Gibbs, Club Director) mgibbs@vailresorts.com",1-866-873-3759,Wolcott,,Wolcott,,,http://www.redskygolfclub.com/info/crs.norman.asp,,,,no account,https://www.facebook.com/pages/Red-Sky-Golf-Club/228895987182311?rf=159773440712362
Red Tail,mail@redtailgolf.net,(978) 772-3273,"15 Bulge Rd, Devens, MA",15 Bulge Rd, Devens, MA,01434,http://www.redtailgolf.net,,,,@redtailgc,https://www.facebook.com/pages/Red-Tail-Golf-Club/120478287969477
Redlands Mesa,info@redlandsmesa.com,(970) 263-9270,"2325 W Ridges Blvd, Grand Junction, CO",2325 W Ridges Blvd, Grand Junction, CO,81507,http://www.redlandsmesa.com,,,,@RedlandsMesa,https://www.facebook.com/TheGolfClubatRedlandsMesa
Resort at Pelican HIll (Ocean North),"(Kate Starr, Public Relations) kstarr@pelicanhill.com",(855) 315-8214,Newport Coast,,Newport Coast,,92657,"
http://www.pelicanhill.com",,,,no account,no real page
Resort at Pelican Hill (Ocean South),"(Kate Starr, Public Relations) kstarr@pelicanhill.com",(855) 315-8214,Newport Coast,,Newport Coast,,92657,"
http://www.pelicanhill.com",,,,no account,no real page
Reunion Resort (Watson),"*no email listed, contact form for guests",(407) 662-1000,"7593 Gathering Dr, Kissimmee, FL",7593 Gathering Dr, Kissimmee, FL,34747,http://www.reunionresort.com/golf/courses/watson,,,,@ReunionResort,https://www.facebook.com/ReunionResort
Reynolds Plantation (Great Waters),"na (golfweek contact only: Jason Murray, jmurray@barulegroup.com)",800-800-5250,"112 Plantation Dr, Eatonton, GA ",112 Plantation Dr, Eatonton, GA ,30642,https://www.reynoldsplantation.com/play-here/our-courses/great-waters,,"Par 72 - maximum yardage 7,073","Reynolds Plantation packages start at $279/person per night; play restricted to members, their guests and resort guests.",@reynoldsgolf,https://www.facebook.com/reynoldsplantation
Reynolds Plantation (National),"na (golfweek contact only: Jason Murray, jmurray@barulegroup.com)",800-800-5250,"1000 Vista Dr, Greensboro, GA",1000 Vista Dr, Greensboro, GA,30642,https://www.reynoldsplantation.com/play-here/our-courses/national,,,"Reynolds Plantation packages start at $279/person per night; play restricted to members, their guests and resort guests.",@reynoldsgolf,https://www.facebook.com/reynoldsplantation
Reynolds Plantation (Oconee),"na (golfweek contact only: Jason Murray, jmurray@barulegroup.com)",800-800-5250,"1000 Vista Dr, Greensboro, GA",1000 Vista Dr, Greensboro, GA,30642,https://www.reynoldsplantation.com/play-here/our-courses/oconee,,"Par 72 - maximum yardage 7,029","Reynolds Plantation packages start at $279/person per night; play restricted to members, their guests and resort guests.",@reynoldsgolf,https://www.facebook.com/reynoldsplantation
Reynolds Plantation (The Landing),"na (golfweek contact only: Jason Murray, jmurray@barulegroup.com)",800-800-5250,Greensboro,,Greensboro,,30642,https://www.reynoldsplantation.com/play-here/our-courses/landing,,"Par 72 - maximum yardage 7,048","Reynolds Plantation packages start at $279/person per night; play restricted to members, their guests and resort guests.",@reynoldsgolf,https://www.facebook.com/reynoldsplantation
Rhode Island CC,"(Kevin Callahan, clubhouse manager) kevin@ricc.org",(401) 245-5700,"150 Nayatt Rd, Barrington, RI",150 Nayatt Rd, Barrington, RI,02806,http://www.ricc.org/,,,,no account,https://www.facebook.com/ProvidenceCountryClub
Ridgewood CC (Championship),"(Eban Ross, club manager) eross@rcc1890.com",(201) 599-3900,"96 W Midland Ave, Paramus, NJ",96 W Midland Ave, Paramus, NJ,76520.1,http://www.rcc1890.com,,,,,
Rio Secco,rioseccogolf@caesars.com,(702) 777-2400,"2851 Grand Hills Dr, Henderson, NV ",2851 Grand Hills Dr, Henderson, NV ,89052,http://www.riosecco.net/-home,,,,@RioSecco,https://www.facebook.com/RioSeccoGolfClub
Riverfront GC at Harbor View,"(Tim Newsome, Director of Operations) newsompga@gmail.com",(757) 484-2200,Suffolk,,Suffolk,,23435,"
http://www.riverfrontgolf.com/default.aspx?view=home",,,,no account,https://www.facebook.com/TheRiverfrontatHarbourView
Riveria CC,,(310) 454-6591,"1250 Capri Dr, Pacific Palisades, CA",1250 Capri Dr, Pacific Palisades, CA,90272,http://www.therivieracountryclub.com/,,,,,
Riverwood GC,bisparks@bisparks.org,(701) 222-6462,Bismark,,Bismark,,58504,no website?,,,,no account,no actual page
Robert Trent Jones GC,"(Eric Rhodes, GM) tnevin@rtjgc.com",(703) 754-4050,"1 Turtle Point Dr, Gainesville, VA ",1 Turtle Point Dr, Gainesville, VA ,20155,http://www.rtjgc.com/,,,,,
Rock Creek Cattle Company,"(Louie Bartoletti, general manager) lbartoletti@rockcreekcattlecompany.com",406 846 3474,"105 Pauly Drive, Deer Lodge, Montana",105 Pauly Drive, Deer Lodge,MT,59722,http://www.rockcreekcattlecompany.com/golf,,,,no account,https://www.facebook.com/rockcreekcattlecompany
"Rocky Gap Lodge, Golf Resort","*no email listed, contact form",(301) 784-8400,"16701 Lakeview Rd NE, Cumberland, MD",16701 Lakeview Rd NE, Cumberland, MD,21502,http://www.rockygapresort.com,,,,@RockyGapCasino,https://www.facebook.com/RockyGap
Rolling Green GC,lydia.withers@rggc.org,(610) 544-4500,"280 N State Rd, Springfield, PA ",280 N State Rd, Springfield, PA ,19064,http://www.rollinggreengc.com,,,,no account,
Ross Bridge,rossbridge@rtjgolf.com,205-949-3085,"        4000 Grand Ave, Hoover, Alabama",        4000 Grand Ave, Hoover, AL,35226,https://www.rtjgolf.com/rossbridge/,,,starts at $120,@RTJGolf,https://www.facebook.com/rossbridgeresort
Round Hill Club,,(203) 869-2350,"33 Round Hill Club Rd, Greenwich, CT",33 Round Hill Club Rd, Greenwich, CT,06831,,,,,,
Royal Ka'anapali GC (North),emailus@kaanapaligolfcourses.com,(866) 454-4653,"2290 Kaanapali Pkwy, Lahaina, HI",2290 Kaanapali Pkwy, Lahaina, HI,96761,http://www.kaanapali-golf.com/-home,,,,@kaanapaliresort,https://www.facebook.com/KaanapaliGolf?rf=151831044942258
Royal Links,*no email listed,(702) 450-8181,"5995 E Vegas Valley Dr, Las Vegas, NV",5995 E Vegas Valley Dr, Las Vegas, NV,89142,http://www.royallinksgolfclub.com,,,,@RoyalLinksGC,https://www.facebook.com/RoyalLinks
Royal New Kent,"(Lester Poole, Head Golf Professional) lpoole@traditionalclubs.com",(804) 966-7023,Providence Forge,,Providence Forge,,23140,http://www.royalnewkent.com/-home,,,,no account,https://www.facebook.com/pages/The-Tradition-Golf-Club-at-Royal-New-Kent/195399270488358
Running Y Ranch,ryfrontdesk@runningy.com,(800) 569-0029,Klamath Falls,,Klamath Falls,,97601,http://www.runningy.com,,,,@Running_Y_Ranch,https://www.facebook.com/RunningY
Rush Creek,jenny@rushcreek.com,(763) 494-8844,"7801 County Road 101, Maple Grove, MN",7801 County Road 101, Maple Grove, MN,55311,http://www.rushcreek.com,,,,@RushCreekGC,https://www.facebook.com/rushcreekgolfclub
Rustic Canyon,"*no email listed, contact form (asks for phone number on form) ",(805) 530-0221,"1119 Wilshire Blvd, Santa Monica, CA",1119 Wilshire Blvd, Santa Monica, CA,93021,http://www.rusticcanyongolfcourse.com,,,,not listed on site,https://www.facebook.com/pages/Rustic-Canyon-Golf-Course/141272575930000
Rutland CC,beckyrcc@sover.net,802-773-7061,"275 Grove St. Rutland, VT",275 Grove St.,Rutland, VT,05702,http://www.rutlandcountryclub.com,,,,no account,https://www.facebook.com/rutlandcountryclub/info
"Saddle Creek 
","(Bob Higgins, General Manager) bhiggins@castlecooke.com",(209) 785-3700,Copperoolis,,Copperoolis,,95228,http://www.saddlecreek.com,,,,not listed on site,not listed on site
Sagamore GC,"(Dave Bergquist, Course Superintendent) dbergquist@sagamoregolf.com",603-964-5341,Bolton Landing,,Bolton Landing,,03862,http://www.sagamoregolf.com/sagamore-hampton-golf-club,,,,@SagamoreGolfInc,https://www.facebook.com/sagamoregolf
Sage Valley GC,no email listed; site under construction,(803) 663-0900,"2240 Sage Valley Dr, Graniteville, SC",2240 Sage Valley Dr, Graniteville, SC,29829,http://www.sagevalleygolf.com,,,,no account,no actual page
Sakonnet GC,cflanagan@sakonnetgc.com,401.635.4821,"79 Sakonnet Point Rd Little Compton, RI ",79 Sakonnet Point Rd ,Little Compton, RI ,02837,http://sakonnetgc.com,,,,no account,no page found
Salem CC,gcincotta@salemcountryclub.org,(978) 538-5400,"133 Forest St, Peabody, MA ",133 Forest St, Peabody, MA ,01960,http://www.salemcountryclub.org/,,,,,
Salish Cliffs,http://www.salish-cliffs.com/contact-us.html,(360) 462-3673,"91 West State Route 108, Shelton, WA",91 West State Route 108, Shelton, WA,98584,http://www.salish-cliffs.com,,,,widget brings you to hom page,https://www.facebook.com/SalishCliffs
San DIego CC,,,"Chula Vists, CA",,Chula Vists, CA,,,,,,,
San Francisco GC,,(415) 469-4100,"1310 Junipero Serra Blvd, San Francisco, CA",1310 Junipero Serra Blvd, San Francisco, CA,94132,?,,,,,
Sanctuary GC,,,"Sedalia, CO",,Sedalia, CO,,,,,,,
Sand Barrens GC,"(Doug Delaney, Head Golf Professional) DougD@SandBarrensGolf.com",(609) 465-3555,"1765 U.S. 9, Swainton, NJ",1765 U.S. 9, Swainton, NJ,08210,"
http://www.sandbarrensgolf.com",,,,@SandBarrens,https://www.facebook.com/SandBarrensGolf?rf=187875584589826
Sand Creek Station,"(Chris Tuohey, General Manager) ctuohey@kempersports.com",(316) 284-6161,"920 Meadowbrook Dr, Newton, KS ",920 Meadowbrook Dr, Newton, KS ,67114,http://www.sandcreekgolfclub.com/-home,,,,no account,https://www.facebook.com/sandcreekstation
Sand Hills GC,,(308) 546-2237,"36410 Sand Hills Road, Mullen, NE",36410 Sand Hills Road, Mullen, NE,69152,no website?,,,,no account,no actual page
Sand Ridge GC,info@mayfieldsandridge.com,(440) 285-8088,"12150 Mayfield Rd, Chardon, OH",12150 Mayfield Rd, Chardon, OH,44024,http://www.mayfieldsandridge.com,,,,no account,page not found
Sandestin Resort (Burnt Pine),"(Ryszard Jurkiericz, General Manager) RyszardJurkiewicz@sandestin.com",(850) 267-6500,"9300 U.S. Highway 98 W, Destin, FL ",9300 U.S. Highway 98 W, Destin, FL ,32550,http://www.burntpinegolfclub.com/burnt_pine/,,,,@DeltonaClub,https://www.facebook.com/deltonaclub
Sandia GC,"(Matt Molloy, Director of Golf) mmolloy@sandiacasino.com",(505) 798-3990,"30 Rainbow Rd, Albuquerque, NM",30 Rainbow Rd, Albuquerque, NM,87113,http://www.sandiagolf.com,,,,@SandiaGolf,https://www.facebook.com/SandiaGolf
Sanford CC,info@sanfordcountryclub.com,(207) 324-5462,Sanford,,Sanford,,04073,http://sanfordcountryclub.com,,,,no account,https://www.facebook.com/SanfordCountryClub
Sankaty Head Golf Club,,(508) 257-6655,"100 Sankaty Rd, Siasconset, MA ",100 Sankaty Rd, Siasconset, MA ,02564,http://www.sankatyheadgc.com,,,,,
Saratoga National,"(Peter Tevares, Director of Golf) 
ptavares@golfsaratoga.com",(518) 583-4653,"458 Union Ave, Saratoga Springs, NY",458 Union Ave, Saratoga Springs, NY,12866,http://www.golfsaratoga.com,,,,@golfsaratoga,https://www.facebook.com/GolfSaratoga
Saucon Valley CC,*no email listed,(610) 758-7150,"2050 Saucon Valley Rd, Bethlehem, PAÂ ",2050 Saucon Valley Rd, Bethlehem, PAÂ ,18015,http://www.sauconvalleycc.org/Club/Scripts/Home/home.asp,,,,no account,no actual page
Saucon Valley CC (Grace),no email listed,(610) 758-7150 â€Ž,"2050 Saucon Valley Rd | Bethlehem, PA",2050 Saucon Valley Rd,Bethlehem, PA,18015,http://www.sauconvalleycc.org/,,"Par - ?? // 7,051 yards",,no account,no page found
Scotio CC,no email listed,614.486.4341,"2196 Riverside Drive | Columbus, OH",2196 Riverside Drive,Columbus, OH,43221,http://www.sciotocc.com,,,,no account,no page found
Scotland Run,superintendent@scotlandrun.com,(856) 863-3737,"2626 Fries Mill Rd, Williamstown, NJ",2626 Fries Mill Rd, Williamstown, NJ,08094,http://www.scotlandrun.com,,,,no account,no actual page
Sea Island GC (Plantation),,912-638-5118,"100 Retreat Avenue, St. Simons Island, GA",100 Retreat Avenue, St. Simons Island, GA,,http://www.seaisland.com/golf/,,"Par 72; Six tee areas; 5,194 to 7,058 yards",$175-$210,@seaislandresort,https://www.facebook.com/seaisland
Sea Island GC (Retreat),"(Eric Colnon, Media Contact) Erinc@NJFPR.com",912-638-5118,"100 Retreat Avenue, St. Simons Island, GA",100 Retreat Avenue, St. Simons Island, GA,31561,http://www.seaisland.com/golf/,,"Par 72; Six tee areas; 5,082 to 7,106 yards",$175-$210,@seaislandresort,https://www.facebook.com/seaisland
Sea Island GC (Seaside),"*no email, contact form",912-638-5118,"100 Retreat Avenue, St. Simons Island, GA",100 Retreat Avenue, St. Simons Island, GA,31522,http://www.seaisland.com/golf/,,"Par 70; Six tee areas; 5,048 to 7,005 yards",$225-$295,@seaislandresort,https://www.facebook.com/seaisland
Seattle GC,*no email listed,(206) 363-544,"210 NW 145th Street Seattle, WA",210 NW 145th Street,Seattle, WA,98177,http://www.seattlegolfclub.com,,,,no account,https://www.facebook.com/pages/Seattle-Golf-Club/463368373775142
Sebonack Golf Club,*no email listed,(631) 287-4444,"405 Sebonac Rd, Southampton, NY",405 Sebonac Rd, Southampton, NY,11968,,,,,no account,no actual page
Semiahmoo,info@semiahmoo.com,(360) 318-2000,Blaine,,Blaine,,98230,http://www.semiahmoo.com,,,,@SemiahmooGolf,https://www.facebook.com/SemiahmooResort
Seminole GC,,(561) 626-0280,"901 Seminole Blvd, Juno Beach, FL",901 Seminole Blvd, Juno Beach, FL,,,,,,,
Settlers Bay,"*no listed email, contact form",907-376-5466,"7307 Frontier Dr, Wasilla, AK ",7307 Frontier Dr, Wasilla, AK ,99654,http://www.settlersbay.com,,,$36-$47,@SettlersBayGC,https://www.facebook.com/SettlersBayGolfCourse
Sewailo,"(Dan LaRouere, General Manager) 
DLarouere@troongolf.com",520-838-6623,Tucson,,Tucson,,85757,http://www.sewailogolfclub.com,,,,@sewailo,https://www.facebook.com/Sewailo
Shadow Creek GC,*no email listed,(702) 399-7111,"3 Shadow Creek Dr, North Las Vegas, NV",3 Shadow Creek Dr, North Las Vegas, NV,89031,http://www.shadowcreek.com/pages/index_main.asp,,,,,
Shadow Ridge,*no email listed,(760) 674-2700,Palm Desert,,Palm Desert,,92211,http://www.marriott.com/golf-hotels/ctdsr-marriotts-shadow-ridge-i-the-villages/shadow-ridge/5224671/home-page.mi,,,,no account,https://www.facebook.com/pages/Marriotts-Shadow-Ridge-Golf-Club/174167365973638
Shady oaks,info@shadyoaksclub.com,817.732.3333,"320 Roaring Springs Rd.   Ft. Worth, TX ",320 Roaring Springs Rd.,Ft. Worth, TX ,76114,http://www.shadyoaksclub.com,,,,@ShadyOaksGolf,https://www.facebook.com/ShadyOaksGolfCourse?rf=102918196436579
Shaker Run,"(Kenton Hobbs, Head Golf Professional) khobbs@shakerungolfclub.com",(513) 727-0007,"1320 Golf Club Drive, Lebanon, OH",1320 Golf Club Drive, Lebanon, OH,45036,http://www.shakerrungolfclub.com,,,,twitter link takes you to home page,https://www.facebook.com/ShakerRunGolfClub
Shell Landing,"(Steve Chaney, PGA Professional) Schaney@shelllanding.com",(228) 497-5683,"3499 Shell Landing Blvd, Gautier, MS",3499 Shell Landing Blvd, Gautier, MS,39553,http://www.shelllandinggolf.com/-home,,,,@SHELLLANDING,https://www.facebook.com/pages/Shell-Landing-Golf-Club/287346245045
Shelter Harbor GC,"(Gerard O'Callaghan, general manager) gocallaghan@shgcri.com",(401) 322-0600,"1 Golf Club Dr, Charlestown, RI",1 Golf Club Dr, Charlestown, RI,02813,http://www.shgcri.com,,,,no account,no actual page
Shinnecock Hills GC,KLeno@ShinnecockHills.US,(631) 283-1310,"200 Tuckahoe Rd, Southampton, NY",200 Tuckahoe Rd, Southampton, NY,11968,http://www.shinnecockhillsgolfclub.org,,,,no account,no actual page
Shoal Creek,*no email listed,(816)407-7242,Kansas City,,Kansas City,,64157,http://www.shoalcreekgolf.com/-home,,,,@ShoalCreekGolf,https://www.facebook.com/pages/Shoal-Creek-Golf-Course/55854204797
Shooting Star Golf Club,"*no email listed, contact form",(307) 739-3260,"N Crystal Springs Dr, Teton Village, WY",N Crystal Springs Dr, Teton Village, WY,83025,http://www.shootingstarjh.com,,,,no account,no account
Shore Gate,"(Harry Bittner, Director of Golf) hbittner@shoregategolf.com",(609) 624-8337,"35 Schoolhouse Ln, Ocean View, NJ",35 Schoolhouse Ln, Ocean View, NJ,08230,http://www.shoregategolf.com,,,,no account,https://www.facebook.com/shoregategolf
Shoreacres,,(847) 234-1470,"1601 Shore Acres Rd, Lake Bluff, IL",1601 Shore Acres Rd, Lake Bluff, IL,60044,,,,,,
Shuttle Meadow CC,,,"Kensington, CT",,Kensington, CT,,,,,,,
